external_id,R,F_recent,M,RFM_total,segment,F_count,M_amount,_segment_truth
u_003311,2,1,1,4,At-Risk,0,0.0,At-Risk
u_000751,4,4,4,12,Champion,6,670805.0,Loyal
u_010078,1,1,1,3,Lost,0,0.0,Lost
u_006007,1,1,1,3,Lost,0,0.0,Lost
u_007267,1,1,1,3,Lost,0,0.0,Lost
u_002781,2,1,1,4,At-Risk,0,0.0,At-Risk
u_011219,1,1,1,3,New,0,0.0,New
u_005075,2,1,1,4,At-Risk,0,0.0,Hibernating
u_000696,5,4,4,13,Champion,5,779558.0,Champion
u_006549,1,1,1,3,Lost,0,0.0,Lost
u_014066,3,3,2,8,Potential,2,212945.0,Potential
u_008011,1,1,1,3,Lost,0,0.0,Lost
u_007841,1,1,1,3,Lost,0,0.0,Lost
u_014231,4,3,2,9,Potential,2,224308.0,Potential
u_007588,1,1,1,3,Lost,0,0.0,Lost
u_010913,5,2,1,8,Potential,1,43540.0,New
u_014674,3,2,2,7,Potential,1,136975.0,Potential
u_004850,2,1,1,4,At-Risk,0,0.0,Hibernating
u_013340,3,3,2,8,Potential,3,228171.0,Potential
u_005445,2,1,1,4,At-Risk,0,0.0,Hibernating
u_003324,2,1,1,4,At-Risk,0,0.0,At-Risk
u_004413,2,1,1,4,At-Risk,0,0.0,At-Risk
u_001637,3,4,4,11,Loyal,9,674883.0,Loyal
u_013924,2,1,1,4,At-Risk,0,0.0,Potential
u_003670,2,1,1,4,At-Risk,0,0.0,At-Risk
u_006220,1,1,1,3,Lost,0,0.0,Lost
u_012983,2,1,1,4,At-Risk,0,0.0,Potential
u_001606,4,5,5,14,Champion,10,1190602.0,Loyal
u_000594,4,4,5,13,Champion,5,1690346.0,Champion
u_009769,1,1,1,3,Lost,0,0.0,Lost
u_008670,1,1,1,3,Lost,0,0.0,Lost
u_013658,2,1,1,4,At-Risk,0,0.0,Potential
u_012189,3,2,2,7,Potential,1,126942.0,Potential
u_008766,1,1,1,3,Lost,0,0.0,Lost
u_013883,2,1,1,4,At-Risk,0,0.0,Potential
u_014734,2,1,1,4,At-Risk,0,0.0,Potential
u_010998,5,2,1,8,Potential,1,52119.0,New
u_003703,2,1,1,4,At-Risk,0,0.0,At-Risk
u_010455,1,1,1,3,Lost,0,0.0,Lost
u_010126,1,1,1,3,Lost,0,0.0,Lost
u_013316,2,1,1,4,At-Risk,0,0.0,Potential
u_013533,2,1,1,4,At-Risk,0,0.0,Potential
u_003167,2,1,1,4,At-Risk,0,0.0,At-Risk
u_000186,5,5,5,15,Champion,11,2690157.0,Champion
u_009935,1,1,1,3,Lost,0,0.0,Lost
u_004174,2,1,1,4,At-Risk,0,0.0,At-Risk
u_008498,1,1,1,3,Lost,0,0.0,Lost
u_010876,1,1,1,3,New,0,0.0,New
u_007502,1,1,1,3,Lost,0,0.0,Lost
u_009869,1,1,1,3,Lost,0,0.0,Lost
u_000775,4,4,3,11,Loyal,4,324932.0,Loyal
u_014060,2,1,1,4,At-Risk,0,0.0,Potential
u_005205,2,1,1,4,At-Risk,0,0.0,Hibernating
u_000793,3,5,4,12,Loyal,10,900101.0,Loyal
u_012526,2,1,1,4,At-Risk,0,0.0,Potential
u_013441,3,3,2,8,Potential,2,109804.0,Potential
u_008443,1,1,1,3,Lost,0,0.0,Lost
u_007971,1,1,1,3,Lost,0,0.0,Lost
u_007366,1,1,1,3,Lost,0,0.0,Lost
u_001627,4,4,4,12,Champion,9,667194.0,Loyal
u_007933,1,1,1,3,Lost,0,0.0,Lost
u_007955,1,1,1,3,Lost,0,0.0,Lost
u_011913,2,1,1,4,At-Risk,0,0.0,Potential
u_003806,2,1,1,4,At-Risk,0,0.0,At-Risk
u_013328,2,1,1,4,At-Risk,0,0.0,Potential
u_001452,4,4,3,11,Loyal,4,397088.0,Loyal
u_012999,3,3,3,9,Potential,3,318745.0,Potential
u_003415,2,1,1,4,At-Risk,0,0.0,At-Risk
u_009197,1,1,1,3,Lost,0,0.0,Lost
u_011036,1,1,1,3,New,0,0.0,New
u_008084,1,1,1,3,Lost,0,0.0,Lost
u_014142,3,3,2,8,Potential,2,105028.0,Potential
u_001649,4,4,4,12,Champion,6,822295.0,Loyal
u_006891,1,1,1,3,Lost,0,0.0,Lost
u_002006,4,4,4,12,Champion,8,727036.0,Loyal
u_008250,1,1,1,3,Lost,0,0.0,Lost
u_008151,1,1,1,3,Lost,0,0.0,Lost
u_005310,2,1,1,4,At-Risk,0,0.0,Hibernating
u_009133,1,1,1,3,Lost,0,0.0,Lost
u_014708,4,2,1,7,Potential,1,23117.0,Potential
u_011846,2,1,1,4,At-Risk,0,0.0,Potential
u_007608,1,1,1,3,Lost,0,0.0,Lost
u_007250,1,1,1,3,Lost,0,0.0,Lost
u_006335,1,1,1,3,Lost,0,0.0,Lost
u_007846,1,1,1,3,Lost,0,0.0,Lost
u_002122,4,4,3,11,Loyal,4,535130.0,Loyal
u_001155,4,4,4,12,Champion,8,696198.0,Loyal
u_005943,2,1,1,4,At-Risk,0,0.0,Hibernating
u_003717,2,1,1,4,At-Risk,0,0.0,At-Risk
u_005836,2,1,1,4,At-Risk,0,0.0,Hibernating
u_010225,1,1,1,3,Lost,0,0.0,Lost
u_010512,5,2,1,8,Potential,1,27350.0,New
u_008884,1,1,1,3,Lost,0,0.0,Lost
u_007117,1,1,1,3,Lost,0,0.0,Lost
u_011898,2,1,1,4,At-Risk,0,0.0,Potential
u_014135,4,3,2,9,Potential,3,187792.0,Potential
u_007140,1,1,1,3,Lost,0,0.0,Lost
u_001838,4,5,4,13,Champion,10,879046.0,Loyal
u_011860,3,2,1,6,Potential,1,51769.0,Potential
u_012949,2,1,1,4,At-Risk,0,0.0,Potential
u_009294,1,1,1,3,Lost,0,0.0,Lost
u_003820,2,1,1,4,At-Risk,0,0.0,At-Risk
u_008309,1,1,1,3,Lost,0,0.0,Lost
u_009394,1,1,1,3,Lost,0,0.0,Lost
u_001277,4,4,4,12,Champion,5,864957.0,Loyal
u_010980,5,2,1,8,Potential,1,58420.0,New
u_005274,2,1,1,4,At-Risk,0,0.0,Hibernating
u_006141,1,1,1,3,Lost,0,0.0,Lost
u_014603,2,1,1,4,At-Risk,0,0.0,Potential
u_002883,2,1,1,4,At-Risk,0,0.0,At-Risk
u_005889,2,1,1,4,At-Risk,0,0.0,Hibernating
u_005201,2,1,1,4,At-Risk,0,0.0,Hibernating
u_003973,2,1,1,4,At-Risk,0,0.0,At-Risk
u_000836,3,4,5,12,Loyal,9,1354896.0,Loyal
u_003760,2,1,1,4,At-Risk,0,0.0,At-Risk
u_014523,2,1,1,4,At-Risk,0,0.0,Potential
u_001244,4,4,4,12,Champion,7,631307.0,Loyal
u_011227,5,2,2,9,Potential,1,121411.0,New
u_001970,4,4,4,12,Champion,7,655248.0,Loyal
u_008960,1,1,1,3,Lost,0,0.0,Lost
u_000650,4,4,3,11,Loyal,4,417028.0,Champion
u_011717,4,3,3,10,Potential,3,289196.0,Potential
u_000031,5,4,5,14,Champion,5,1404103.0,Champion
u_001874,5,5,5,15,Champion,10,1506179.0,Loyal
u_013152,2,1,1,4,At-Risk,0,0.0,Potential
u_004083,2,1,1,4,At-Risk,0,0.0,At-Risk
u_007317,1,1,1,3,Lost,0,0.0,Lost
u_008338,1,1,1,3,Lost,0,0.0,Lost
u_001680,3,5,4,12,Loyal,10,807814.0,Loyal
u_014962,4,2,1,7,Potential,1,30024.0,Potential
u_009708,1,1,1,3,Lost,0,0.0,Lost
u_005148,2,1,1,4,At-Risk,0,0.0,Hibernating
u_003570,2,1,1,4,At-Risk,0,0.0,At-Risk
u_011649,1,1,1,3,New,0,0.0,New
u_005627,2,1,1,4,At-Risk,0,0.0,Hibernating
u_004961,2,1,1,4,At-Risk,0,0.0,Hibernating
u_008022,1,1,1,3,Lost,0,0.0,Lost
u_008213,1,1,1,3,Lost,0,0.0,Lost
u_002073,3,4,4,11,Loyal,9,747467.0,Loyal
u_012577,3,2,2,7,Potential,1,105590.0,Potential
u_013322,3,3,2,8,Potential,2,198508.0,Potential
u_002068,3,4,5,12,Loyal,8,1143939.0,Loyal
u_007199,1,1,1,3,Lost,0,0.0,Lost
u_012898,3,2,1,6,Potential,1,44325.0,Potential
u_000004,5,4,4,13,Champion,5,955613.0,Champion
u_008227,1,1,1,3,Lost,0,0.0,Lost
u_014633,3,2,2,7,Potential,1,179323.0,Potential
u_000896,3,4,5,12,Loyal,6,1047318.0,Loyal
u_014396,3,3,3,9,Potential,3,293456.0,Potential
u_000955,4,5,4,13,Champion,10,784910.0,Loyal
u_000898,3,4,5,12,Loyal,7,1136021.0,Loyal
u_004429,2,1,1,4,At-Risk,0,0.0,At-Risk
u_005321,2,1,1,4,At-Risk,0,0.0,Hibernating
u_011771,2,1,1,4,At-Risk,0,0.0,Potential
u_003018,2,1,1,4,At-Risk,0,0.0,At-Risk
u_013636,3,3,2,8,Potential,3,128419.0,Potential
u_009567,1,1,1,3,Lost,0,0.0,Lost
u_002845,2,1,1,4,At-Risk,0,0.0,At-Risk
u_006312,1,1,1,3,Lost,0,0.0,Lost
u_012060,4,3,2,9,Potential,3,205808.0,Potential
u_011565,5,2,1,8,Potential,1,77687.0,New
u_009707,1,1,1,3,Lost,0,0.0,Lost
u_003965,2,1,1,4,At-Risk,0,0.0,At-Risk
u_005188,2,1,1,4,At-Risk,0,0.0,Hibernating
u_008182,1,1,1,3,Lost,0,0.0,Lost
u_012811,3,3,3,9,Potential,3,419397.0,Potential
u_002164,4,4,3,11,Loyal,4,449684.0,Loyal
u_010842,5,2,2,9,Potential,1,125458.0,New
u_008763,1,1,1,3,Lost,0,0.0,Lost
u_012862,4,3,3,10,Potential,3,378672.0,Potential
u_004180,2,1,1,4,At-Risk,0,0.0,At-Risk
u_001252,3,4,3,10,Loyal,6,544703.0,Loyal
u_004113,2,1,1,4,At-Risk,0,0.0,At-Risk
u_005319,2,1,1,4,At-Risk,0,0.0,Hibernating
u_012776,2,1,1,4,At-Risk,0,0.0,Potential
u_005460,2,1,1,4,At-Risk,0,0.0,Hibernating
u_014685,3,2,2,7,Potential,1,123177.0,Potential
u_006763,1,1,1,3,Lost,0,0.0,Lost
u_006413,1,1,1,3,Lost,0,0.0,Lost
u_005031,2,1,1,4,At-Risk,0,0.0,Hibernating
u_008500,1,1,1,3,Lost,0,0.0,Lost
u_008597,1,1,1,3,Lost,0,0.0,Lost
u_014978,4,2,2,8,Potential,1,99237.0,Potential
u_007551,1,1,1,3,Lost,0,0.0,Lost
u_011924,2,1,1,4,At-Risk,0,0.0,Potential
u_003081,2,1,1,4,At-Risk,0,0.0,At-Risk
u_008705,1,1,1,3,Lost,0,0.0,Lost
u_014720,4,3,2,9,Potential,2,122844.0,Potential
u_003535,2,1,1,4,At-Risk,0,0.0,At-Risk
u_006523,1,1,1,3,Lost,0,0.0,Lost
u_010059,1,1,1,3,Lost,0,0.0,Lost
u_000605,4,4,5,13,Champion,7,1399007.0,Champion
u_009557,1,1,1,3,Lost,0,0.0,Lost
u_008792,1,1,1,3,Lost,0,0.0,Lost
u_009023,1,1,1,3,Lost,0,0.0,Lost
u_011024,1,1,1,3,New,0,0.0,New
u_011394,1,1,1,3,New,0,0.0,New
u_003590,2,1,1,4,At-Risk,0,0.0,At-Risk
u_004626,2,1,1,4,At-Risk,0,0.0,Hibernating
u_010128,1,1,1,3,Lost,0,0.0,Lost
u_010203,1,1,1,3,Lost,0,0.0,Lost
u_004343,2,1,1,4,At-Risk,0,0.0,At-Risk
u_004120,2,1,1,4,At-Risk,0,0.0,At-Risk
u_010862,5,2,1,8,Potential,1,92123.0,New
u_005018,2,1,1,4,At-Risk,0,0.0,Hibernating
u_006808,1,1,1,3,Lost,0,0.0,Lost
u_007008,1,1,1,3,Lost,0,0.0,Lost
u_011069,1,1,1,3,New,0,0.0,New
u_004288,2,1,1,4,At-Risk,0,0.0,At-Risk
u_004109,2,1,1,4,At-Risk,0,0.0,At-Risk
u_005253,2,1,1,4,At-Risk,0,0.0,Hibernating
u_003568,2,1,1,4,At-Risk,0,0.0,At-Risk
u_012896,2,1,1,4,At-Risk,0,0.0,Potential
u_014036,3,3,2,8,Potential,3,184976.0,Potential
u_000487,4,4,5,13,Champion,5,1478191.0,Champion
u_010048,1,1,1,3,Lost,0,0.0,Lost
u_011753,2,1,1,4,At-Risk,0,0.0,Potential
u_013373,3,3,3,9,Potential,2,344773.0,Potential
u_005389,2,1,1,4,At-Risk,0,0.0,Hibernating
u_010506,5,2,1,8,Potential,1,96748.0,New
u_011919,4,3,3,10,Potential,3,328576.0,Potential
u_014281,2,1,1,4,At-Risk,0,0.0,Potential
u_001951,4,4,3,11,Loyal,6,564737.0,Loyal
u_014707,2,1,1,4,At-Risk,0,0.0,Potential
u_006467,1,1,1,3,Lost,0,0.0,Lost
u_009843,1,1,1,3,Lost,0,0.0,Lost
u_007706,1,1,1,3,Lost,0,0.0,Lost
u_006729,1,1,1,3,Lost,0,0.0,Lost
u_006434,1,1,1,3,Lost,0,0.0,Lost
u_010518,5,2,1,8,Potential,1,7212.0,New
u_012604,3,3,2,8,Potential,2,232393.0,Potential
u_012693,3,3,3,9,Potential,2,297570.0,Potential
u_006306,1,1,1,3,Lost,0,0.0,Lost
u_002082,3,4,4,11,Loyal,8,730607.0,Loyal
u_003724,2,1,1,4,At-Risk,0,0.0,At-Risk
u_001843,4,4,3,11,Loyal,7,440020.0,Loyal
u_008984,1,1,1,3,Lost,0,0.0,Lost
u_008877,1,1,1,3,Lost,0,0.0,Lost
u_000900,4,4,4,12,Champion,9,639442.0,Loyal
u_001644,4,4,4,12,Champion,5,741345.0,Loyal
u_006735,1,1,1,3,Lost,0,0.0,Lost
u_005545,2,1,1,4,At-Risk,0,0.0,Hibernating
u_011333,5,2,2,9,Potential,1,107613.0,New
u_008039,1,1,1,3,Lost,0,0.0,Lost
u_012993,4,3,3,10,Potential,3,459126.0,Potential
u_012961,3,2,2,7,Potential,1,169497.0,Potential
u_000298,5,4,4,13,Champion,4,785666.0,Champion
u_013547,4,3,1,8,Potential,2,85294.0,Potential
u_009321,1,1,1,3,Lost,0,0.0,Lost
u_002258,2,1,1,4,At-Risk,0,0.0,At-Risk
u_007452,1,1,1,3,Lost,0,0.0,Lost
u_013808,4,3,3,10,Potential,2,318373.0,Potential
u_003793,2,1,1,4,At-Risk,0,0.0,At-Risk
u_006841,1,1,1,3,Lost,0,0.0,Lost
u_013375,3,3,4,10,Potential,3,578421.0,Potential
u_006871,1,1,1,3,Lost,0,0.0,Lost
u_011312,5,2,1,8,Potential,1,16615.0,New
u_005380,2,1,1,4,At-Risk,0,0.0,Hibernating
u_010001,1,1,1,3,Lost,0,0.0,Lost
u_007285,1,1,1,3,Lost,0,0.0,Lost
u_003985,2,1,1,4,At-Risk,0,0.0,At-Risk
u_005845,2,1,1,4,At-Risk,0,0.0,Hibernating
u_002718,2,1,1,4,At-Risk,0,0.0,At-Risk
u_013098,2,1,1,4,At-Risk,0,0.0,Potential
u_004023,2,1,1,4,At-Risk,0,0.0,At-Risk
u_013089,3,3,3,9,Potential,3,295758.0,Potential
u_009975,1,1,1,3,Lost,0,0.0,Lost
u_010854,5,2,1,8,Potential,1,59753.0,New
u_004112,2,1,1,4,At-Risk,0,0.0,At-Risk
u_006648,1,1,1,3,Lost,0,0.0,Lost
u_005227,2,1,1,4,At-Risk,0,0.0,Hibernating
u_006196,1,1,1,3,Lost,0,0.0,Lost
u_012070,3,2,1,6,Potential,1,47263.0,Potential
u_005511,2,1,1,4,At-Risk,0,0.0,Hibernating
u_012750,2,1,1,4,At-Risk,0,0.0,Potential
u_013318,4,3,3,10,Potential,3,239092.0,Potential
u_003862,2,1,1,4,At-Risk,0,0.0,At-Risk
u_005353,2,1,1,4,At-Risk,0,0.0,Hibernating
u_011251,1,1,1,3,New,0,0.0,New
u_011359,1,1,1,3,New,0,0.0,New
u_012299,2,1,1,4,At-Risk,0,0.0,Potential
u_009620,1,1,1,3,Lost,0,0.0,Lost
u_009857,1,1,1,3,Lost,0,0.0,Lost
u_001822,5,4,4,13,Champion,5,777106.0,Loyal
u_012288,2,1,1,4,At-Risk,0,0.0,Potential
u_013778,2,1,1,4,At-Risk,0,0.0,Potential
u_010404,1,1,1,3,Lost,0,0.0,Lost
u_010160,1,1,1,3,Lost,0,0.0,Lost
u_014909,2,1,1,4,At-Risk,0,0.0,Potential
u_000053,5,5,5,15,Champion,12,2172817.0,Champion
u_007271,1,1,1,3,Lost,0,0.0,Lost
u_006756,1,1,1,3,Lost,0,0.0,Lost
u_000589,4,5,5,14,Champion,11,1243424.0,Champion
u_007396,1,1,1,3,Lost,0,0.0,Lost
u_000181,5,4,5,14,Champion,9,1253977.0,Champion
u_000628,4,4,4,12,Champion,8,937788.0,Champion
u_000848,4,4,4,12,Champion,7,706526.0,Loyal
u_010089,1,1,1,3,Lost,0,0.0,Lost
u_009724,1,1,1,3,Lost,0,0.0,Lost
u_004027,2,1,1,4,At-Risk,0,0.0,At-Risk
u_010618,5,2,1,8,Potential,1,50707.0,New
u_014972,4,3,2,9,Potential,2,130098.0,Potential
u_000507,4,4,4,12,Champion,6,757447.0,Champion
u_010248,1,1,1,3,Lost,0,0.0,Lost
u_002455,2,1,1,4,At-Risk,0,0.0,At-Risk
u_004345,2,1,1,4,At-Risk,0,0.0,At-Risk
u_013040,3,3,2,8,Potential,2,178511.0,Potential
u_013542,3,3,2,8,Potential,2,211001.0,Potential
u_003539,2,1,1,4,At-Risk,0,0.0,At-Risk
u_012622,3,3,2,8,Potential,2,229700.0,Potential
u_001537,4,4,5,13,Champion,9,1088435.0,Loyal
u_011747,2,1,1,4,At-Risk,0,0.0,Potential
u_008771,1,1,1,3,Lost,0,0.0,Lost
u_009827,1,1,1,3,Lost,0,0.0,Lost
u_007724,1,1,1,3,Lost,0,0.0,Lost
u_003273,2,1,1,4,At-Risk,0,0.0,At-Risk
u_002572,2,1,1,4,At-Risk,0,0.0,At-Risk
u_010934,5,2,1,8,Potential,1,49046.0,New
u_013364,4,3,3,10,Potential,3,515254.0,Potential
u_009810,1,1,1,3,Lost,0,0.0,Lost
u_013911,2,1,1,4,At-Risk,0,0.0,Potential
u_014429,2,1,1,4,At-Risk,0,0.0,Potential
u_007525,1,1,1,3,Lost,0,0.0,Lost
u_009965,1,1,1,3,Lost,0,0.0,Lost
u_009652,1,1,1,3,Lost,0,0.0,Lost
u_005390,2,1,1,4,At-Risk,0,0.0,Hibernating
u_001075,4,4,3,11,Loyal,4,414026.0,Loyal
u_006635,1,1,1,3,Lost,0,0.0,Lost
u_007400,1,1,1,3,Lost,0,0.0,Lost
u_003780,2,1,1,4,At-Risk,0,0.0,At-Risk
u_001863,4,5,4,13,Champion,10,985008.0,Loyal
u_009105,1,1,1,3,Lost,0,0.0,Lost
u_003493,2,1,1,4,At-Risk,0,0.0,At-Risk
u_004695,2,1,1,4,At-Risk,0,0.0,Hibernating
u_004780,2,1,1,4,At-Risk,0,0.0,Hibernating
u_006517,1,1,1,3,Lost,0,0.0,Lost
u_004289,2,1,1,4,At-Risk,0,0.0,At-Risk
u_013228,2,1,1,4,At-Risk,0,0.0,Potential
u_009009,1,1,1,3,Lost,0,0.0,Lost
u_005406,2,1,1,4,At-Risk,0,0.0,Hibernating
u_014477,3,3,3,9,Potential,2,321706.0,Potential
u_008381,1,1,1,3,Lost,0,0.0,Lost
u_007224,1,1,1,3,Lost,0,0.0,Lost
u_011497,5,2,1,8,Potential,1,68442.0,New
u_001268,4,4,3,11,Loyal,5,269361.0,Loyal
u_014554,4,3,2,9,Potential,3,129340.0,Potential
u_008953,1,1,1,3,Lost,0,0.0,Lost
u_003972,2,1,1,4,At-Risk,0,0.0,At-Risk
u_004206,2,1,1,4,At-Risk,0,0.0,At-Risk
u_005097,2,1,1,4,At-Risk,0,0.0,Hibernating
u_004145,2,1,1,4,At-Risk,0,0.0,At-Risk
u_006650,1,1,1,3,Lost,0,0.0,Lost
u_002910,2,1,1,4,At-Risk,0,0.0,At-Risk
u_008825,1,1,1,3,Lost,0,0.0,Lost
u_014376,2,1,1,4,At-Risk,0,0.0,Potential
u_003850,2,1,1,4,At-Risk,0,0.0,At-Risk
u_010157,1,1,1,3,Lost,0,0.0,Lost
u_012587,2,1,1,4,At-Risk,0,0.0,Potential
u_003359,2,1,1,4,At-Risk,0,0.0,At-Risk
u_008876,1,1,1,3,Lost,0,0.0,Lost
u_014693,3,3,2,8,Potential,3,206349.0,Potential
u_004157,2,1,1,4,At-Risk,0,0.0,At-Risk
u_000177,4,4,3,11,Loyal,4,549126.0,Champion
u_002400,2,1,1,4,At-Risk,0,0.0,At-Risk
u_010413,1,1,1,3,Lost,0,0.0,Lost
u_014053,4,2,2,8,Potential,1,105601.0,Potential
u_014150,2,1,1,4,At-Risk,0,0.0,Potential
u_002292,2,1,1,4,At-Risk,0,0.0,At-Risk
u_005875,2,1,1,4,At-Risk,0,0.0,Hibernating
u_004247,2,1,1,4,At-Risk,0,0.0,At-Risk
u_005066,2,1,1,4,At-Risk,0,0.0,Hibernating
u_010457,1,1,1,3,Lost,0,0.0,Lost
u_008395,1,1,1,3,Lost,0,0.0,Lost
u_012374,2,1,1,4,At-Risk,0,0.0,Potential
u_011553,1,1,1,3,New,0,0.0,New
u_004795,2,1,1,4,At-Risk,0,0.0,Hibernating
u_013211,3,2,1,6,Potential,1,78459.0,Potential
u_010558,1,1,1,3,New,0,0.0,New
u_009824,1,1,1,3,Lost,0,0.0,Lost
u_004347,2,1,1,4,At-Risk,0,0.0,At-Risk
u_014896,4,2,1,7,Potential,1,82671.0,Potential
u_006309,1,1,1,3,Lost,0,0.0,Lost
u_012849,3,2,1,6,Potential,1,38048.0,Potential
u_003469,2,1,1,4,At-Risk,0,0.0,At-Risk
u_004474,2,1,1,4,At-Risk,0,0.0,At-Risk
u_007760,1,1,1,3,Lost,0,0.0,Lost
u_009749,1,1,1,3,Lost,0,0.0,Lost
u_007583,1,1,1,3,Lost,0,0.0,Lost
u_008916,1,1,1,3,Lost,0,0.0,Lost
u_006009,1,1,1,3,Lost,0,0.0,Lost
u_006872,1,1,1,3,Lost,0,0.0,Lost
u_008219,1,1,1,3,Lost,0,0.0,Lost
u_003501,2,1,1,4,At-Risk,0,0.0,At-Risk
u_001931,4,4,4,12,Champion,6,609053.0,Loyal
u_003758,2,1,1,4,At-Risk,0,0.0,At-Risk
u_010350,1,1,1,3,Lost,0,0.0,Lost
u_001983,4,4,5,13,Champion,9,1302347.0,Loyal
u_007636,1,1,1,3,Lost,0,0.0,Lost
u_001053,3,5,5,13,Loyal,10,1047669.0,Loyal
u_013732,2,1,1,4,At-Risk,0,0.0,Potential
u_007358,1,1,1,3,Lost,0,0.0,Lost
u_010641,1,1,1,3,New,0,0.0,New
u_005214,2,1,1,4,At-Risk,0,0.0,Hibernating
u_006421,1,1,1,3,Lost,0,0.0,Lost
u_008110,1,1,1,3,Lost,0,0.0,Lost
u_014433,4,3,2,9,Potential,3,131147.0,Potential
u_000079,5,5,5,15,Champion,11,1362123.0,Champion
u_011205,1,1,1,3,New,0,0.0,New
u_004652,2,1,1,4,At-Risk,0,0.0,Hibernating
u_007751,1,1,1,3,Lost,0,0.0,Lost
u_009207,1,1,1,3,Lost,0,0.0,Lost
u_003387,2,1,1,4,At-Risk,0,0.0,At-Risk
u_006138,1,1,1,3,Lost,0,0.0,Lost
u_009588,1,1,1,3,Lost,0,0.0,Lost
u_014020,4,3,2,9,Potential,3,187116.0,Potential
u_012283,3,3,1,7,Potential,2,87575.0,Potential
u_010985,5,2,1,8,Potential,1,73388.0,New
u_009953,1,1,1,3,Lost,0,0.0,Lost
u_001392,3,4,3,10,Loyal,6,402483.0,Loyal
u_008366,1,1,1,3,Lost,0,0.0,Lost
u_009481,1,1,1,3,Lost,0,0.0,Lost
u_001045,3,4,4,11,Loyal,9,779968.0,Loyal
u_002418,2,1,1,4,At-Risk,0,0.0,At-Risk
u_006501,1,1,1,3,Lost,0,0.0,Lost
u_013313,2,1,1,4,At-Risk,0,0.0,Potential
u_003423,2,1,1,4,At-Risk,0,0.0,At-Risk
u_010036,1,1,1,3,Lost,0,0.0,Lost
u_005748,2,1,1,4,At-Risk,0,0.0,Hibernating
u_012137,2,1,1,4,At-Risk,0,0.0,Potential
u_006626,1,1,1,3,Lost,0,0.0,Lost
u_012685,2,1,1,4,At-Risk,0,0.0,Potential
u_007827,1,1,1,3,Lost,0,0.0,Lost
u_014187,2,1,1,4,At-Risk,0,0.0,Potential
u_011304,5,2,1,8,Potential,1,52422.0,New
u_012406,4,3,2,9,Potential,2,208631.0,Potential
u_013810,3,3,3,9,Potential,3,460487.0,Potential
u_007339,1,1,1,3,Lost,0,0.0,Lost
u_008583,1,1,1,3,Lost,0,0.0,Lost
u_011520,1,1,1,3,New,0,0.0,New
u_014032,3,3,2,8,Potential,2,186484.0,Potential
u_008313,1,1,1,3,Lost,0,0.0,Lost
u_008944,1,1,1,3,Lost,0,0.0,Lost
u_000788,4,4,3,11,Loyal,4,376469.0,Loyal
u_002626,2,1,1,4,At-Risk,0,0.0,At-Risk
u_014856,4,2,2,8,Potential,1,103303.0,Potential
u_011447,1,1,1,3,New,0,0.0,New
u_013112,2,1,1,4,At-Risk,0,0.0,Potential
u_009493,1,1,1,3,Lost,0,0.0,Lost
u_002514,2,1,1,4,At-Risk,0,0.0,At-Risk
u_006291,1,1,1,3,Lost,0,0.0,Lost
u_003547,2,1,1,4,At-Risk,0,0.0,At-Risk
u_001920,4,4,3,11,Loyal,5,525226.0,Loyal
u_002336,2,1,1,4,At-Risk,0,0.0,At-Risk
u_008744,1,1,1,3,Lost,0,0.0,Lost
u_008177,1,1,1,3,Lost,0,0.0,Lost
u_011994,3,3,3,9,Potential,3,331621.0,Potential
u_006200,1,1,1,3,Lost,0,0.0,Lost
u_002682,2,1,1,4,At-Risk,0,0.0,At-Risk
u_003430,2,1,1,4,At-Risk,0,0.0,At-Risk
u_012464,3,2,1,6,Potential,1,27088.0,Potential
u_002256,2,1,1,4,At-Risk,0,0.0,At-Risk
u_002192,4,4,3,11,Loyal,4,243898.0,Loyal
u_000509,4,4,5,13,Champion,8,1494437.0,Champion
u_000874,3,4,4,11,Loyal,9,764018.0,Loyal
u_012534,2,1,1,4,At-Risk,0,0.0,Potential
u_010909,5,2,1,8,Potential,1,68364.0,New
u_008465,1,1,1,3,Lost,0,0.0,Lost
u_012888,3,1,1,5,Potential,0,0.0,Potential
u_006129,1,1,1,3,Lost,0,0.0,Lost
u_008028,1,1,1,3,Lost,0,0.0,Lost
u_012469,4,3,2,9,Potential,2,231186.0,Potential
u_007792,1,1,1,3,Lost,0,0.0,Lost
u_007762,1,1,1,3,Lost,0,0.0,Lost
u_010055,1,1,1,3,Lost,0,0.0,Lost
u_001674,4,4,5,13,Champion,9,1440533.0,Loyal
u_001997,4,5,5,14,Champion,10,1582359.0,Loyal
u_000389,4,5,5,14,Champion,11,1838804.0,Champion
u_010459,1,1,1,3,Lost,0,0.0,Lost
u_005388,2,1,1,4,At-Risk,0,0.0,Hibernating
u_000987,4,5,5,14,Champion,10,1156559.0,Loyal
u_004485,2,1,1,4,At-Risk,0,0.0,At-Risk
u_005086,2,1,1,4,At-Risk,0,0.0,Hibernating
u_006539,1,1,1,3,Lost,0,0.0,Lost
u_009522,1,1,1,3,Lost,0,0.0,Lost
u_005267,2,1,1,4,At-Risk,0,0.0,Hibernating
u_007646,1,1,1,3,Lost,0,0.0,Lost
u_009842,1,1,1,3,Lost,0,0.0,Lost
u_011585,5,2,1,8,Potential,1,30835.0,New
u_001077,4,4,4,12,Champion,5,670553.0,Loyal
u_001457,4,4,5,13,Champion,8,1130616.0,Loyal
u_007165,1,1,1,3,Lost,0,0.0,Lost
